pidx,Year,Patient services,Claim lines,Paid (dollars),YoY growth (percent)
24135,2022,1595,1802,145517,31.5
24135,2023,2282,2790,365715,151.3
24135,2024,777,906,62930,-82.8
16380,2018,837,877,134292,
16380,2019,1070,1127,165767,23.4
16380,2020,1263,1316,194343,17.2
16380,2021,2541,2639,351695,81.0
16380,2022,2610,2719,357966,1.8
16380,2023,2314,2382,337203,-5.8
16380,2024,1909,1983,271215,-19.6
7835,2018,21042,22812,611957,
7835,2019,23626,24975,786103,28.5
7835,2020,8610,9074,309309,-60.7
7835,2021,15631,16553,527494,70.5
7835,2022,19313,21096,817827,55.0
7835,2023,29359,30783,1190472,45.6
7835,2024,34085,35769,1393697,17.1
30248,2020,86,264,33835,
30248,2021,207,835,114704,239.0
30248,2022,208,877,130876,14.1
30248,2023,235,964,125362,-4.2
30248,2024,228,944,129522,3.3
5808,2018,4908,70430,1227322,
5808,2019,5744,78159,1296266,5.6
5808,2020,3924,40435,785294,-39.4
5808,2021,6950,68626,1490660,89.8
5808,2022,6472,74781,1621051,8.7
5808,2023,4451,62747,1192890,-26.4
5808,2024,2295,33327,556365,-53.4
39962,2018,769,1039,48280,
39962,2019,669,844,38938,-19.4
39962,2020,732,863,33421,-14.2
39962,2021,840,966,50281,50.4
39962,2022,533,627,36461,-27.5
39962,2023,584,665,39443,8.2
39962,2024,358,400,21812,-44.7
27811,2018,4009,7819,115679,
27811,2019,4043,7609,135035,16.7
27811,2020,1313,2534,38049,-71.8
27811,2021,2218,4881,63255,66.2
27811,2022,2539,5378,98600,55.9
27811,2023,2746,5875,106137,7.6
27811,2024,2190,5168,87030,-18.0
21800,2018,652,6164,119449,
21800,2019,1033,9262,149798,25.4
21800,2020,661,5009,78817,-47.4
21800,2021,1288,9810,155030,96.7
21800,2022,1519,13474,200409,29.3
21800,2023,1023,11636,234953,17.2
21800,2024,912,7420,126955,-46.0
19161,2018,10781,14663,216138,
19161,2019,16860,22009,397038,83.7
19161,2020,5793,7630,214119,-46.1
19161,2021,6886,8621,184267,-13.9
19161,2022,3739,4265,102160,-44.6
19161,2023,2704,2757,92877,-9.1
19161,2024,3608,3896,151814,63.5
29974,2018,2865,3021,62881,
29974,2019,5608,5790,102922,63.7
29974,2020,7291,7379,110190,7.1
29974,2021,8951,9132,92035,-16.5
29974,2022,10014,10267,51017,-44.6
29974,2023,9553,9850,78681,54.2
29974,2024,4686,4820,47125,-40.1
6047,2018,3099,5344,1044126,
6047,2019,2872,4764,1101982,5.5
6047,2020,3503,5845,1210355,9.8
6047,2021,3393,5691,1422563,17.5
6047,2022,2915,4781,1323278,-7.0
6047,2023,3439,4776,1245299,-5.9
6047,2024,1817,2217,439795,-64.7
42414,2018,261,265,5054,
42414,2019,959,1022,22681,348.8
42414,2020,749,781,22703,0.1
42414,2021,1389,1458,43062,89.7
42414,2022,1397,1462,47512,10.3
42414,2023,1185,1199,42230,-11.1
42414,2024,1150,1161,44714,5.9
39164,2018,2932,3000,39748,
39164,2019,3130,3190,35221,-11.4
39164,2020,2625,2715,32962,-6.4
39164,2021,3685,3800,42538,29.0
39164,2022,3422,3515,42511,-0.1
39164,2023,4873,4977,45373,6.7
39164,2024,2483,2546,45295,-0.2
34910,2018,800,809,16260,
34910,2019,1613,1639,28015,72.3
34910,2020,2014,2030,39635,41.5
34910,2021,3250,3282,64015,61.5
34910,2022,3975,4000,75512,18.0
34910,2023,4265,4315,92800,22.9
34910,2024,3584,3585,64730,-30.2
9753,2020,516,1956,662929,
9753,2021,1594,6347,1481083,123.4
9753,2022,1379,5853,1374653,-7.2
9753,2023,304,2293,615107,-55.3
9753,2024,16,260,59351,-90.4
53924,2018,712,728,10759,
53924,2019,1055,1084,10706,-0.5
53924,2020,1371,1395,13276,24.0
53924,2021,1264,1282,14535,9.5
53924,2022,1254,1257,17295,19.0
53924,2023,1284,1286,19632,13.5
53924,2024,1133,1135,23973,22.1
15803,2018,1995,21388,428297,
15803,2019,1833,20701,433808,1.3
15803,2020,654,4886,154973,-64.3
15803,2021,1476,11049,286228,84.7
15803,2022,1633,11431,155423,-45.7
15803,2023,1745,16968,215008,38.3
15803,2024,1852,15091,260354,21.1
54203,2018,380,738,13040,
54203,2019,719,1590,27838,113.5
54203,2020,454,1077,19651,-29.4
54203,2021,443,1136,47815,143.3
13347,2021,14,16,217,
13347,2022,300,6213,661302,304661.5
13347,2023,457,9499,962970,45.6
13347,2024,473,10732,939695,-2.4
9832,2018,3203,3293,571800,
9832,2019,3121,3169,558439,-2.3
9832,2020,3113,3136,558090,-0.1
9832,2021,3378,3419,604557,8.3
9832,2022,3719,3762,665778,10.1
9832,2023,3383,3434,604441,-9.2
9832,2024,3199,3240,572478,-5.3
18814,2018,4592,5353,143804,
18814,2019,4364,4757,113613,-21.0
18814,2020,3851,4303,134450,18.3
18814,2021,4542,5211,214511,59.5
18814,2022,5906,7602,307639,43.4
18814,2023,5725,7221,250457,-18.6
18814,2024,5247,6669,243865,-2.6
45204,2018,1150,1329,35417,
45204,2019,739,778,20254,-42.8
45204,2020,460,530,16720,-17.4
45204,2021,706,750,19867,18.8
45204,2022,670,780,29579,48.9
45204,2023,504,559,21190,-28.4
45204,2024,931,1203,47090,122.2
2543,2018,20784,27852,2164625,
2543,2019,22132,29334,3448590,59.3
2543,2020,14474,18770,2350983,-31.8
2543,2021,18974,25307,2934066,24.8
2543,2022,16959,24404,2878627,-1.9
2543,2023,17394,24400,3394538,17.9
2543,2024,14105,21189,2941254,-13.4
10456,2018,12322,13469,544836,
10456,2019,15946,17465,660271,21.2
10456,2020,13389,14439,452878,-31.4
10456,2021,14276,15570,543215,19.9
10456,2022,14700,16206,591429,8.9
10456,2023,14309,15462,619078,4.7
10456,2024,8175,8785,365817,-40.9
28452,2018,2824,4835,114206,
28452,2019,3701,6338,149986,31.3
28452,2020,710,1080,25491,-83.0
28452,2021,1287,1988,48519,90.3
28452,2022,2116,3413,77967,60.7
28452,2023,2829,5024,107217,37.5
28452,2024,2414,4177,89635,-16.4
49662,2022,234,727,75484,
49662,2023,161,477,48072,-36.3
49662,2024,43,157,20362,-57.6
12365,2018,14273,16412,930525,
12365,2019,7819,8210,373938,-59.8
12365,2020,4469,4761,220125,-41.1
12365,2021,6702,7043,484347,120.0
12365,2022,5811,6108,358561,-26.0
12365,2023,5822,6040,278861,-22.2
12365,2024,5975,6224,266436,-4.5
3442,2018,37899,42976,1303095,
3442,2019,36555,41033,1244955,-4.5
3442,2020,41000,45237,1566339,25.8
3442,2021,42308,46483,2219127,41.7
3442,2022,43779,47594,2692750,21.3
3442,2023,52228,56733,3534227,31.2
3442,2024,41260,44583,2352382,-33.4
13850,2020,936,1150,86457,
13850,2021,5571,6779,535207,519.0
13850,2022,5438,6366,644895,20.5
13850,2023,5537,6336,685959,6.4
13850,2024,4212,4926,453184,-33.9
15324,2019,97,97,49343,
15324,2020,241,243,258802,424.5
15324,2021,257,258,312318,20.7
15324,2022,348,354,516785,65.5
15324,2023,345,451,576385,11.5
15324,2024,188,190,326395,-43.4
13365,2018,332,536,48214,
13365,2019,926,1362,168025,248.5
13365,2020,2075,3228,643384,282.9
13365,2021,2005,2825,557904,-13.3
13365,2022,1476,2150,419884,-24.7
13365,2023,1542,2147,411461,-2.0
13365,2024,1198,1603,308982,-24.9
40464,2018,998,1300,93889,
40464,2019,1199,1649,63193,-32.7
40464,2020,765,767,50237,-20.5
40464,2021,732,740,52260,4.0
36004,2018,95,320,15594,
36004,2019,165,532,25250,61.9
36004,2020,177,810,40171,59.1
36004,2021,266,1080,53488,33.2
36004,2022,399,1638,84613,58.2
36004,2023,341,1389,69374,-18.0
36004,2024,309,1251,63883,-7.9
39,2018,17285,370676,55103799,
39,2019,22629,502814,86190169,56.4
39,2020,28816,674496,123083350,42.8
39,2021,26895,626773,112640328,-8.5
39,2022,25136,592108,107622292,-4.5
39,2023,23584,550810,111049966,3.2
39,2024,21835,485595,100711625,-9.3
29374,2020,372,413,18867,
29374,2021,2309,2633,136208,621.9
29374,2022,2215,2426,140413,3.1
29374,2023,2369,2505,147967,5.4
29374,2024,2006,2219,125718,-15.0
43584,2019,142,655,21403,
43584,2020,345,1427,46255,116.1
43584,2021,443,2102,59932,29.6
43584,2022,257,889,26168,-56.3
43584,2023,206,768,26911,2.8
43584,2024,285,1063,30413,13.0
8200,2019,226,226,320893,
8200,2020,809,809,1312442,309.0
8200,2021,881,881,1533853,16.9
8200,2022,932,935,1737690,13.3
8200,2023,176,184,328476,-81.1
8200,2024,45,51,87787,-73.3
50777,2022,12,12,2352,
50777,2023,62,71,48741,1972.6
50777,2024,37,39,82877,70.0
1360,2018,11297,22010,4337195,
1360,2019,19898,33165,5720859,31.9
1360,2020,25315,38254,6992824,22.2
1360,2021,24012,35737,7106232,1.6
1360,2022,19173,26470,5493369,-22.7
1360,2023,16931,24909,4930493,-10.2
1360,2024,10727,15051,3281250,-33.4
35515,2018,28,31,0,
35515,2019,14,17,0,
35515,2020,62,75,50189,
35515,2021,152,181,134434,167.9
35515,2022,72,85,48094,-64.2
35515,2023,124,161,97830,103.4
35515,2024,60,115,34176,-65.1
16132,2018,1619,1791,138914,
16132,2019,2093,2412,254220,83.0
16132,2020,1854,1998,205076,-19.3
16132,2021,2078,2386,225295,9.9
16132,2022,1976,2217,207465,-7.9
16132,2023,2045,2416,830147,300.1
10057,2018,10623,13879,1713685,
10057,2019,12224,14735,1347940,-21.3
10057,2020,14552,16208,942804,-30.1
10057,2021,90,94,573,-99.9
10057,2022,77,77,206,-64.0
35379,2018,2024,2469,89804,
35379,2019,2163,2578,102553,14.2
35379,2020,734,818,27213,-73.5
35379,2021,1008,1129,39468,45.0
35379,2022,589,679,23171,-41.3
35379,2023,1060,1165,42784,84.6
35379,2024,1085,1229,43478,1.6
19693,2018,8594,9349,310755,
19693,2019,11302,13475,357523,15.0
19693,2020,3178,3920,90891,-74.6
19693,2021,6939,8864,217252,139.0
19693,2022,3940,5627,102444,-52.8
19693,2023,3762,5358,99738,-2.6
19693,2024,3409,4736,111560,11.9
44546,2018,1530,1580,19552,
44546,2019,1797,1857,34373,75.8
44546,2020,1373,1472,27212,-20.8
44546,2021,1221,1355,31522,15.8
44546,2022,1470,1577,44403,40.9
44546,2023,1530,1607,23838,-46.3
44546,2024,1446,1489,17560,-26.3
24823,2018,3735,3838,82277,
24823,2019,6283,6449,193113,134.7
24823,2020,2500,2563,82537,-57.3
24823,2021,2222,2273,67784,-17.9
24823,2022,5041,5203,232449,242.9
24823,2023,2925,3006,163289,-29.8
52546,2018,81,150,1284,
52546,2019,994,2126,29450,2194.4
52546,2020,1135,2469,30610,3.9
52546,2021,1549,2894,44709,46.1
52546,2022,457,901,14099,-68.5
50504,2018,93,96,13128,
50504,2019,275,307,32595,148.3
50504,2020,369,403,35764,9.7
50504,2021,329,348,27879,-22.0
50504,2022,96,99,6635,-76.2
50504,2023,151,160,20308,206.1
36112,2018,204,561,39464,
36112,2019,256,717,52108,32.0
36112,2020,331,949,69037,32.5
36112,2021,308,819,59101,-14.4
36112,2022,283,711,48285,-18.3
36112,2023,234,670,46625,-3.4
36112,2024,152,479,35057,-24.8
52837,2018,171,184,2726,
52837,2019,240,243,5660,107.6
52837,2020,347,380,7056,24.7
52837,2021,706,731,9822,39.2
52837,2022,927,947,9175,-6.6
52837,2023,2562,2609,38860,323.5
52837,2024,2079,2143,44677,15.0
20829,2018,8168,10499,355932,
20829,2019,7512,9357,309929,-12.9
20829,2020,5790,6940,235087,-24.1
20829,2021,5079,5995,240614,2.4
20829,2022,350,384,18222,-92.4
2646,2018,213,247,765149,
2646,2019,459,579,1426441,86.4
2646,2020,1091,1232,2574935,80.5
2646,2021,1243,1343,3361627,30.6
2646,2022,1144,1258,3815707,13.5
2646,2023,1010,1133,3734592,-2.1
2646,2024,967,6339,3778069,1.2
32573,2019,226,825,51744,
32573,2020,113,368,23725,-54.1
32573,2021,222,731,46531,96.1
32573,2022,495,1598,108657,133.5
32573,2023,547,2108,137637,26.7
32573,2024,320,1217,79372,-42.3
3189,2018,4259,5177,136801,
3189,2019,2953,3834,96479,-29.5
3189,2020,22299,26071,621972,544.7
3189,2021,164103,197762,3638284,485.0
3189,2022,208651,259291,5310774,46.0
3189,2023,136681,166671,3662545,-31.0
3189,2024,93802,113086,2541243,-30.6
10363,2018,4572,7079,486506,
10363,2019,5256,8564,576630,18.5
10363,2020,4720,7704,506262,-12.2
10363,2021,4845,7356,511591,1.1
10363,2022,4508,7046,495921,-3.1
10363,2023,5556,9015,611275,23.3
10363,2024,6191,10581,639733,4.7
37717,2020,63,116,8306,
37717,2021,444,901,64862,680.9
37717,2022,582,1368,97455,50.2
37717,2023,495,1087,88026,-9.7
37717,2024,288,663,54233,-38.4
24354,2018,6174,7852,93424,
24354,2019,9471,11276,107163,14.7
24354,2020,9726,11645,111053,3.6
24354,2021,6991,8076,128086,15.3
24354,2022,6467,7360,167878,31.1
24354,2023,6466,7322,145532,-13.3
24354,2024,5951,6697,99717,-31.5
6052,2018,85326,93152,1479130,
6052,2019,103989,109481,1340649,-9.4
6052,2020,74713,80218,734185,-45.2
6052,2021,81143,86230,883145,20.3
6052,2022,88932,94380,967760,9.6
6052,2023,121918,127558,1121459,15.9
6052,2024,121317,128514,1249873,11.5
10132,2019,1056,5810,423618,
10132,2020,1289,5872,421092,-0.6
10132,2021,2008,10633,793775,88.5
10132,2022,1880,10135,717889,-9.6
10132,2023,2976,15646,1104328,53.8
10132,2024,1380,7091,506169,-54.2
1292,2018,1789,9093,1948404,
1292,2019,1769,15519,2039480,4.7
1292,2020,3066,64414,3479798,70.6
1292,2021,6630,140590,7653932,120.0
1292,2022,6432,132964,8011031,4.7
1292,2023,6416,134969,8066804,0.7
1292,2024,5720,121635,8285308,2.7
54976,2018,109,109,7431,
54976,2019,150,150,9788,31.7
54976,2020,220,224,14984,53.1
54976,2021,313,313,19539,30.4
54976,2022,267,267,15443,-21.0
54976,2023,314,314,18741,21.4
54976,2024,291,291,17255,-7.9
52025,2019,1889,1995,123975,
6013,2018,12079,16949,666055,
6013,2019,15752,23140,1046382,57.1
6013,2020,13657,19282,930172,-11.1
6013,2021,18510,26807,1180399,26.9
6013,2022,21458,30127,1352007,14.5
6013,2023,24210,33685,1560433,15.4
6013,2024,23244,33575,1111565,-28.8
46680,2019,59,63,5215,
46680,2020,166,181,14505,178.1
46680,2021,369,394,36424,151.1
46680,2022,394,408,32547,-10.6
46680,2023,429,476,42449,30.4
46680,2024,355,384,41775,-1.6
35287,2018,42,42,1006,
35287,2019,120,120,2683,166.7
35287,2020,106,107,2751,2.5
35287,2021,120,121,3080,12.0
35287,2022,254,257,2702,-12.3
35287,2023,4158,4568,153211,5570.9
35287,2024,4676,4985,205875,34.4
13090,2018,4092,4163,136323,
13090,2019,9687,9845,330195,142.2
13090,2020,13422,13649,461733,39.8
13090,2021,12392,12558,418262,-9.4
13090,2022,11344,11580,397360,-5.0
13090,2023,13611,13828,469250,18.1
13090,2024,12599,12748,430786,-8.2
45672,2018,1310,1491,98815,
45672,2019,653,760,60822,-38.4
45672,2021,354,403,18479,
45672,2022,227,262,6215,-66.4
36118,2018,381,393,80437,
36118,2019,300,300,85092,5.8
36118,2020,216,218,60227,-29.2
36118,2021,153,153,44982,-25.3
36118,2022,100,100,29400,-34.6
36118,2023,90,90,26460,-10.0
36118,2024,78,78,22932,-13.3
1435,2018,534,1559,239112,
1435,2019,10345,38485,6114833,2457.3
1435,2020,12987,48265,7770671,27.1
1435,2021,13583,48923,8491660,9.3
1435,2022,13124,44831,7827830,-7.8
1435,2023,6555,20964,3202500,-59.1
1435,2024,5051,15666,2377502,-25.8
44666,2018,1025,2350,140524,
44666,2019,775,1225,56342,-59.9
39251,2020,356,3866,84158,
39251,2021,48,619,10381,-87.7
39251,2022,707,7719,167507,1513.5
39251,2023,44,632,19937,-88.1
42667,2018,848,12878,223302,
42667,2024,13,52,1121,
14208,2019,12,190,8943,
14208,2020,14,152,3430,-61.6
14208,2021,234,6060,298354,8597.5
14208,2022,274,7083,373381,25.1
14208,2023,363,10421,513789,37.6
14208,2024,713,18207,1105033,115.1
48386,2021,1424,1469,31384,
48386,2022,2358,2438,51796,65.0
48386,2023,1998,2023,44780,-13.5
48386,2024,1302,1357,27486,-38.6
43579,2018,187,640,8061,
43579,2019,285,909,21350,164.9
43579,2020,487,1735,64711,203.1
43579,2021,258,1119,46540,-28.1
43579,2022,260,1047,30718,-34.0
43579,2023,260,1423,20604,-32.9
43579,2024,731,4511,19155,-7.0
28263,2018,355,454,12323,
28263,2019,775,1020,53531,334.4
28263,2020,1476,1917,106022,98.1
28263,2021,1475,1662,34103,-67.8
28263,2022,1299,1453,57129,67.5
28263,2023,477,671,183976,222.0
28263,2024,140,407,174300,-5.3
54733,2018,289,315,16238,
54733,2019,352,395,20138,24.0
54733,2020,158,189,11837,-41.2
54733,2021,217,251,15132,27.8
54733,2022,191,233,9707,-35.9
54733,2023,509,673,28689,195.5
54733,2024,68,71,3005,-89.5
13423,2018,2195,3050,288886,
13423,2019,2149,3010,287923,-0.3
13423,2020,2209,2952,260181,-9.6
13423,2021,3166,4369,424364,63.1
13423,2022,3191,4340,477945,12.6
13423,2023,2935,4194,469971,-1.7
13423,2024,2265,3150,331436,-29.5
106,2018,9088,207520,27517245,
106,2019,13566,309060,45707321,66.1
106,2020,14114,338764,52066417,13.9
106,2021,13078,309923,47639231,-8.5
106,2022,11890,284284,45186823,-5.1
106,2023,10572,251216,42411812,-6.1
106,2024,10995,232507,40127903,-5.4
13320,2018,301,2150,157304,
13320,2019,428,3091,228134,45.0
13320,2020,634,5290,395932,73.6
13320,2021,967,7688,555184,40.2
13320,2022,1098,9119,665439,19.9
13320,2023,603,4990,368802,-44.6
13320,2024,324,2698,201150,-45.5
28835,2018,2676,2924,193868,
28835,2019,2413,2489,69291,-64.3
28835,2020,1974,2040,42018,-39.4
28835,2021,1846,1896,46256,10.1
28835,2022,1591,1625,39930,-13.7
28835,2023,2384,2403,63657,59.4
28835,2024,2566,2632,138857,118.1
24306,2018,256,256,2805,
24306,2019,2540,2723,132391,4620.1
24306,2020,2050,2201,93150,-29.6
24306,2021,3311,3717,136763,46.8
24306,2022,3236,3524,151853,11.0
24306,2023,3519,4142,95554,-37.1
24306,2024,7607,8835,243881,155.2
41966,2018,3271,4097,125433,
41966,2019,1650,2383,87834,-30.0
41966,2020,200,315,21142,-75.9
1691,2018,11044,15852,4352217,
1691,2019,9598,12889,3927150,-9.8
1691,2020,8314,10010,2969313,-24.4
1691,2021,11836,13948,4307018,45.1
1691,2022,11151,14299,5713654,32.7
1691,2023,9739,11205,4714599,-17.5
1691,2024,7909,9259,4404993,-6.6
40424,2018,1562,1762,103825,
40424,2019,1690,1934,120172,15.7
40424,2020,517,676,36285,-69.8
29181,2021,129,623,78367,
29181,2022,226,1258,156924,100.2
29181,2023,301,1901,231030,47.2
29181,2024,169,892,110784,-52.0
25320,2020,374,636,0,
25320,2021,3339,6425,86774,
25320,2022,2558,7661,369126,325.4
25320,2023,2096,6630,308635,-16.4
25320,2024,287,886,23323,-92.4
34594,2018,4825,5338,152189,
34594,2019,8698,8988,98214,-35.5
34594,2020,2520,2626,34399,-65.0
34594,2021,1088,1116,36111,5.0
34594,2022,426,441,12281,-66.0
34594,2023,9153,9433,42027,242.2
34594,2024,5435,5591,13806,-67.1
25760,2020,1355,1826,31827,
25760,2021,7465,10025,197202,519.6
25760,2022,6242,9145,181319,-8.1
25760,2023,5312,8100,198773,9.6
25760,2024,3748,4799,152081,-23.5
55163,2018,162,216,32074,
55163,2019,87,96,14420,-55.0
55163,2020,13,14,586,-95.9
55163,2021,116,122,18764,3103.4
55163,2022,91,95,13079,-30.3
55163,2023,103,107,23165,77.1
33640,2018,1729,1851,30138,
33640,2019,5752,6327,49864,65.5
33640,2020,6379,7123,40321,-19.1
33640,2021,11059,12249,79018,96.0
33640,2022,8766,9633,77346,-2.1
33640,2023,11890,13309,72363,-6.4
33640,2024,10634,12034,66048,-8.7
12281,2018,836,3040,393273,
12281,2019,1791,8033,818457,108.1
12281,2020,2270,8011,339962,-58.5
12281,2021,2843,7868,323539,-4.8
12281,2022,3241,9383,392269,21.2
12281,2023,3743,9635,324745,-17.2
12281,2024,3229,9555,356415,9.8
44166,2018,148,148,25087,
44166,2019,132,132,22935,-8.6
44166,2020,100,101,18080,-21.2
44166,2021,76,76,13423,-25.8
44166,2022,249,249,43336,222.8
44166,2023,282,282,46435,7.2
44166,2024,191,191,33775,-27.3
48832,2018,1332,1348,33177,
48832,2019,1601,1618,34480,3.9
48832,2020,815,830,21863,-36.6
48832,2021,660,677,17174,-21.4
48832,2022,1022,1039,15384,-10.4
48832,2023,718,727,17458,13.5
48832,2024,556,563,11832,-32.2
39322,2018,216,216,17412,
39322,2019,76,76,6189,-64.5
39322,2022,333,343,70968,
39322,2023,207,225,46256,-34.8
39322,2024,614,622,139893,202.4
15013,2018,5055,17144,357938,
15013,2019,5045,16463,366238,2.3
15013,2020,3342,10086,213690,-41.7
15013,2021,4699,15844,368488,72.4
15013,2022,4411,15203,297737,-19.2
15013,2023,2775,9022,189901,-36.2
15013,2024,3866,15477,317359,67.1
7236,2018,8682,8808,877114,
7236,2019,10029,10349,972901,10.9
7236,2020,10462,10643,818827,-15.8
7236,2021,9381,9466,632843,-22.7
7236,2022,9488,9752,684729,8.2
7236,2023,14676,14893,1163502,69.9
7236,2024,13221,13269,1104407,-5.1
25594,2018,2356,2698,335282,
25594,2019,2340,2740,280590,-16.3
25594,2020,983,1135,88971,-68.3
25594,2021,809,822,55307,-37.8
25594,2022,160,160,10502,-81.0
37707,2020,200,717,66299,
37707,2021,2307,6398,215773,225.5
37707,2022,1235,2728,31006,-85.6
37707,2023,101,101,0,-100.0
4646,2018,18568,25318,964953,
4646,2019,22572,28378,1905843,97.5
4646,2020,22037,25321,1885021,-1.1
4646,2021,21849,23984,1442570,-23.5
4646,2022,24353,26801,1560210,8.2
4646,2023,33088,35699,1832708,17.5
4646,2024,31220,33346,1218689,-33.5
36402,2020,203,235,14558,
36402,2021,1278,1525,88720,509.4
36402,2022,1332,1525,90097,1.6
36402,2023,1195,1405,88876,-1.4
36402,2024,850,1039,60266,-32.2
39498,2019,55,56,2167,
39498,2020,261,268,9923,357.9
39498,2021,691,696,21163,113.3
39498,2022,1177,1182,14974,-29.2
39498,2023,2603,2614,73371,390.0
